revenue|sales|city
1109047|3|Durham
1109048|3|Durham
1109061|3|Durham
1557850|2|Cambridge
660283|1|Oxford
1557857|3|Cambridge
1557875|3|Cambridge
1557884|3|Cambridge
1109101|3|Durham
1109114|3|Durham
1557917|2|Cambridge
1109151|1|Durham
660373|4|Oxford
1557949|4|Cambridge
660387|3|Oxford
1109176|2|Durham
1109177|2|Durham
1109196|1|Durham
211636|2|London
1109216|4|Durham
1109219|3|Durham
660442|3|Oxford
211657|2|London
1558024|3|Cambridge
211672|2|London
1109278|2|Durham
1109293|3|Durham
660516|3|Oxford
1558094|3|Cambridge
660528|4|Oxford
211749|2|London
660541|2|Oxford
660545|1|Oxford
211764|4|London
211767|4|London
1109360|3|Durham
1109370|2|Durham
1558168|2|Cambridge
1109388|3|Durham
211821|3|London
660617|1|Oxford
211838|3|London
1558215|4|Cambridge
211873|4|London
1558241|3|Cambridge
211902|1|London
660714|4|Oxford
1558298|4|Cambridge
1558310|2|Cambridge
211956|2|London
1558316|4|Cambridge
211972|3|London
1558334|3|Cambridge
211984|3|London
212023|2|London
660815|4|Oxford
660823|2|Oxford
1558432|2|Cambridge
660885|2|Oxford
1558466|2|Cambridge
212130|4|London
212134|3|London
212141|2|London
1558522|1|Cambridge
1558523|2|Cambridge
660958|2|Oxford
1558551|3|Cambridge
1558591|3|Cambridge
1558597|3|Cambridge
212241|1|London
1558608|3|Cambridge
1109823|3|Durham
212263|3|London
1558643|4|Cambridge
1109892|2|Durham
661119|4|Oxford
1109912|3|Durham
1558699|4|Cambridge
661150|3|Oxford
212381|2|London
212382|4|London
661183|4|Oxford
1109985|2|Durham
212419|3|London
1558784|1|Cambridge
212432|3|London
661229|2|Oxford
1110039|3|Durham
1558831|3|Cambridge
1558835|4|Cambridge
212481|4|London
1110070|3|Durham
212504|4|London
1558870|4|Cambridge
212517|4|London
661345|3|Oxford
1110159|4|Durham
1110176|3|Durham
1110223|4|Durham
212655|3|London
661451|4|Oxford
1559039|1|Cambridge
661530|3|Oxford
1110322|3|Durham
661537|3|Oxford
1559115|1|Cambridge
1110332|4|Durham
1559144|2|Cambridge
1559156|3|Cambridge
1559191|2|Cambridge
1559206|4|Cambridge
1559217|2|Cambridge
661653|4|Oxford
212880|3|London
661668|1|Oxford
1110462|2|Durham
1110463|1|Durham
212897|3|London
212899|2|London
1559260|1|Cambridge
212906|2|London
1559269|2|Cambridge
661702|3|Oxford
1559288|3|Cambridge
661719|4|Oxford
212936|4|London
661731|1|Oxford
661734|3|Oxford
1559308|3|Cambridge
1559333|2|Cambridge
661762|3|Oxford
661775|1|Oxford
1110577|1|Durham
1559363|3|Cambridge
661815|1|Oxford
213035|4|London
661829|2|Oxford
213056|2|London
1110644|3|Durham
661886|4|Oxford
661907|3|Oxford
213124|2|London
1110696|4|Durham
661912|3|Oxford
1110700|3|Durham
661915|2|Oxford
1559488|3|Cambridge
661977|1|Oxford
1559596|2|Cambridge
662032|3|Oxford
213252|3|London
213269|1|London
662075|2|Oxford
213290|4|London
1559648|2|Cambridge
1559650|2|Cambridge
1559663|2|Cambridge
1559667|4|Cambridge
213310|2|London
213316|4|London
213333|4|London
1110908|3|Durham
1110912|3|Durham
213342|2|London
213345|4|London
213369|3|London
213399|4|London
1111008|3|Durham
1559797|4|Cambridge
1111030|3|Durham
1111052|3|Durham
1559882|3|Cambridge
662322|3|Oxford
662332|2|Oxford
662333|3|Oxford
213553|4|London
1559966|1|Cambridge
1111181|3|Durham
662403|2|Oxford
1559987|2|Cambridge
1111207|3|Durham
662427|3|Oxford
213658|1|London
662455|3|Oxford
1560028|1|Cambridge
213681|3|London
662470|3|Oxford
1560046|3|Cambridge
1111272|2|Durham
662487|3|Oxford
1111298|2|Durham
213764|3|London
1111336|1|Durham
662553|1|Oxford
213775|2|London
662565|1|Oxford
213783|2|London
1111358|2|Durham
213788|3|London
662575|3|Oxford
662612|2|Oxford
662625|3|Oxford
1111414|1|Durham
662628|2|Oxford
1111427|3|Durham
213886|4|London
1560248|4|Cambridge
662694|3|Oxford
1111497|3|Durham
1560285|2|Cambridge
1560289|3|Cambridge
1560346|2|Cambridge
214008|4|London
662797|3|Oxford
1560386|2|Cambridge
1560399|3|Cambridge
214041|3|London
1111632|1|Durham
1111636|3|Durham
1560426|4|Cambridge
1111647|3|Durham
214098|4|London
214146|3|London
1560521|1|Cambridge
662955|4|Oxford
1111749|4|Durham
1111757|3|Durham
1560548|4|Cambridge
1560553|3|Cambridge
1560563|3|Cambridge
1111801|2|Durham
214239|2|London
663034|1|Oxford
1111840|3|Durham
663058|4|Oxford
663064|3|Oxford
1111865|3|Durham
663085|4|Oxford
663093|3|Oxford
663117|3|Oxford
1111906|4|Durham
214338|3|London
1111919|2|Durham
663169|3|Oxford
214398|4|London
214414|3|London
214428|2|London
1560789|2|Cambridge
1560803|4|Cambridge
214464|3|London
1112037|3|Durham
1560827|3|Cambridge
1560835|3|Cambridge
1112081|3|Durham
214517|4|London
663306|3|Oxford
1560879|4|Cambridge
214526|4|London
1112099|1|Durham
1560891|2|Cambridge
663365|3|Oxford
663370|3|Oxford
663371|3|Oxford
1560960|3|Cambridge
663389|4|Oxford
214613|4|London
663400|1|Oxford
1112204|4|Durham
214647|3|London
1561021|3|Cambridge
1112239|3|Durham
214670|3|London
214690|3|London
1112269|2|Durham
663508|2|Oxford
1112317|1|Durham
1112330|3|Durham
1112337|3|Durham
214781|3|London
663577|3|Oxford
214792|2|London
1112365|4|Durham
1561172|4|Cambridge
663621|1|Oxford
214848|3|London
1112421|4|Durham
663667|4|Oxford
214886|4|London
214896|3|London
214904|4|London
214919|2|London
1112534|3|Durham
1112577|2|Durham
1561375|2|Cambridge
663827|3|Oxford
1561466|4|Cambridge
215111|3|London
215145|3|London
663932|2|Oxford
1561509|2|Cambridge
1112725|4|Durham
215165|3|London
215179|2|London
1561555|4|Cambridge
1561557|3|Cambridge
663993|3|Oxford
215210|2|London
1561568|3|Cambridge
1561572|3|Cambridge
215233|3|London
215234|2|London
1561593|3|Cambridge
664025|1|Oxford
664036|2|Oxford
215258|2|London
215266|3|London
664058|4|Oxford
1561656|1|Cambridge
1112878|2|Durham
1112886|3|Durham
1561718|3|Cambridge
664158|3|Oxford
664162|3|Oxford
1112950|3|Durham
1112954|3|Durham
664189|4|Oxford
215409|3|London
664198|3|Oxford
1113007|3|Durham
664226|2|Oxford
664231|2|Oxford
1561813|3|Cambridge
215462|3|London
1113041|2|Durham
664267|4|Oxford
1561866|3|Cambridge
215515|3|London
664306|4|Oxford
1561880|2|Cambridge
1561890|3|Cambridge
1113112|3|Durham
664345|3|Oxford
664356|3|Oxford
1113149|4|Durham
215595|4|London
1561957|3|Cambridge
1113183|3|Durham
1113202|3|Durham
1562007|1|Cambridge
1113223|3|Durham
1562010|3|Cambridge
1562024|2|Cambridge
664453|4|Oxford
664474|4|Oxford
215694|3|London
1562057|3|Cambridge
1113274|3|Durham
215709|2|London
664500|3|Oxford
664561|3|Oxford
215782|3|London
1113367|3|Durham
215799|3|London
215801|4|London
664591|3|Oxford
1113383|3|Durham
664598|3|Oxford
1562173|3|Cambridge
664608|2|Oxford
1562182|3|Cambridge
1562193|3|Cambridge
1562196|3|Cambridge
664637|3|Oxford
215865|3|London
215870|4|London
664673|3|Oxford
1562258|4|Cambridge
215910|3|London
1562293|1|Cambridge
1562318|3|Cambridge
1113534|3|Durham
664751|3|Oxford
215971|3|London
1562331|4|Cambridge
1113547|3|Durham
1113550|3|Durham
1562367|1|Cambridge
1562382|3|Cambridge
216034|2|London
1113616|4|Durham
1562428|3|Cambridge
1113650|3|Durham
1562440|3|Cambridge
1562442|3|Cambridge
1113671|1|Durham
1113683|3|Durham
216111|3|London
1113685|4|Durham
216117|1|London
1562514|3|Cambridge
1113753|4|Durham
1113776|3|Durham
1562563|3|Cambridge
1113778|2|Durham
664992|3|Oxford
1113803|3|Durham
1562600|4|Cambridge
216244|4|London
665033|2|Oxford
1562607|3|Cambridge
1113855|3|Durham
1562646|3|Cambridge
665084|4|Oxford
216330|4|London
1113912|4|Durham
1562713|3|Cambridge
1562725|1|Cambridge
216371|3|London
665183|3|Oxford
216399|3|London
665189|3|Oxford
1113999|2|Durham
665214|4|Oxford
665219|3|Oxford
216447|3|London
665240|3|Oxford
1562827|3|Cambridge
216472|4|London
1114049|3|Durham
665266|3|Oxford
1562851|2|Cambridge
665281|3|Oxford
216509|4|London
1114083|4|Durham
216517|3|London
216565|1|London
665352|1|Oxford
1114138|3|Durham
665371|4|Oxford
1114163|4|Durham
665380|3|Oxford
1114167|2|Durham
1114170|2|Durham
216604|4|London
1562970|3|Cambridge
216615|3|London
216625|3|London
1114209|3|Durham
1563004|4|Cambridge
1563018|2|Cambridge
665449|2|Oxford
1563040|3|Cambridge
216697|3|London
1563056|2|Cambridge
665490|3|Oxford
216712|3|London
665504|2|Oxford
665511|2|Oxford
1563093|1|Cambridge
216742|3|London
1114322|3|Durham
1114337|4|Durham
1563147|1|Cambridge
665578|3|Oxford
1114388|2|Durham
216821|3|London
665614|2|Oxford
1563198|4|Cambridge
665630|3|Oxford
1114422|3|Durham
665640|1|Oxford
665649|3|Oxford
1114445|2|Durham
1114465|4|Durham
1114470|3|Durham
1114472|3|Durham
1114497|1|Durham
1114517|1|Durham
1563308|1|Cambridge
216953|4|London
1563319|4|Cambridge
1563328|3|Cambridge
216971|3|London
216989|4|London
1114575|3|Durham
665796|3|Oxford
217013|3|London
1563375|2|Cambridge
1563386|3|Cambridge
217029|2|London
1563408|2|Cambridge
217062|1|London
1114637|2|Durham
665853|2|Oxford
217076|2|London
217098|2|London
1563465|3|Cambridge
1563475|1|Cambridge
217133|2|London
665938|2|Oxford
1114730|4|Durham
665946|2|Oxford
1563519|3|Cambridge
1563532|3|Cambridge
217196|3|London
1563578|3|Cambridge
666021|4|Oxford
1114811|3|Durham
666026|2|Oxford
1563607|3|Cambridge
1563612|3|Cambridge
1563614|1|Cambridge
217272|3|London
1114849|4|Durham
1563641|3|Cambridge
1114881|3|Durham
666101|3|Oxford
1114892|1|Durham
1563687|1|Cambridge
1114902|3|Durham
666116|3|Oxford
1114913|1|Durham
666129|3|Oxford
666138|2|Oxford
1114928|3|Durham
1563760|4|Cambridge
1114981|3|Durham
1114983|4|Durham
1563770|4|Cambridge
217416|3|London
1115008|3|Durham
217459|3|London
1563830|3|Cambridge
217477|4|London
217492|2|London
217504|2|London
1563870|2|Cambridge
217517|4|London
217544|2|London
1563905|3|Cambridge
1563912|3|Cambridge
1115149|3|Durham
666367|1|Oxford
666385|1|Oxford
217613|4|London
1563976|3|Cambridge
217621|2|London
1115219|3|Durham
1564016|3|Cambridge
1564029|2|Cambridge
1115256|3|Durham
666492|2|Oxford
1564076|2|Cambridge
217734|1|London
1564107|1|Cambridge
1115328|3|Durham
217762|2|London
1115338|2|Durham
1115341|4|Durham
666560|3|Oxford
1564135|4|Cambridge
1564143|4|Cambridge
1564161|3|Cambridge
666592|1|Oxford
666594|3|Oxford
217836|3|London
666639|1|Oxford
1564226|3|Cambridge
666669|3|Oxford
1564242|2|Cambridge
217930|3|London
1564297|4|Cambridge
666737|3|Oxford
1115573|2|Durham
218011|4|London
1115604|4|Durham
1115608|2|Durham
218064|4|London
1115655|3|Durham
1115656|3|Durham
1115673|3|Durham
1115692|2|Durham
1564481|2|Cambridge
666927|3|Oxford
1564512|3|Cambridge
666958|2|Oxford
1564532|4|Cambridge
1564545|1|Cambridge
1115761|3|Durham
1564574|3|Cambridge
667005|3|Oxford
667028|4|Oxford
1564601|2|Cambridge
1564608|3|Cambridge
667054|3|Oxford
1115844|3|Durham
1115852|2|Durham
667089|2|Oxford
1564666|3|Cambridge
667108|3|Oxford
1115901|2|Durham
1564707|3|Cambridge
1115921|2|Durham
1115936|2|Durham
218367|3|London
1564732|3|Cambridge
1115954|3|Durham
218391|4|London
218395|3|London
218396|1|London
1116002|1|Durham
1564789|4|Cambridge
1116005|3|Durham
218482|4|London
1116065|3|Durham
667328|4|Oxford
667355|2|Oxford
667365|2|Oxford
667388|3|Oxford
218637|3|London
218652|3|London
1565017|1|Cambridge
1116237|4|Durham
1565025|3|Cambridge
218697|3|London
667502|3|Oxford
218720|2|London
1565085|2|Cambridge
667523|3|Oxford
218742|3|London
1565105|3|Cambridge
667539|2|Oxford
667550|2|Oxford
667561|2|Oxford
218824|3|London
1565192|2|Cambridge
1116469|3|Durham
1116478|3|Durham
667696|3|Oxford
218911|3|London
218939|2|London
1565304|2|Cambridge
1116537|3|Durham
667754|3|Oxford
667791|1|Oxford
1116583|4|Durham
1565379|3|Cambridge
1116609|2|Durham
1116612|1|Durham
1116634|4|Durham
1116641|4|Durham
1565443|3|Cambridge
1116659|3|Durham
219106|4|London
667947|4|Oxford
667954|3|Oxford
219186|3|London
1565558|3|Cambridge
219211|2|London
1116809|3|Durham
219250|2|London
1116835|3|Durham
219271|4|London
1565643|2|Cambridge
219297|1|London
219323|4|London
668111|2|Oxford
1565684|3|Cambridge
1116934|3|Durham
219363|3|London
1565723|3|Cambridge
668153|2|Oxford
219372|3|London
668174|4|Oxford
1116969|3|Durham
1116975|3|Durham
1116988|3|Durham
1116991|3|Durham
1565798|4|Cambridge
1117018|3|Durham
219462|3|London
668252|2|Oxford
1117041|3|Durham
219471|4|London
1565832|3|Cambridge
668280|4|Oxford
668281|3|Oxford
668301|2|Oxford
1565879|3|Cambridge
1565892|3|Cambridge
668329|3|Oxford
1117135|3|Durham
668364|3|Oxford
1565951|1|Cambridge
1565971|3|Cambridge
668402|3|Oxford
1565985|3|Cambridge
668418|3|Oxford
668420|1|Oxford
1117215|3|Durham
219645|4|London
1117222|2|Durham
1566022|2|Cambridge
668469|1|Oxford
1566041|1|Cambridge
1117257|1|Durham
1117258|1|Durham
1566048|2|Cambridge
219696|2|London
1566057|3|Cambridge
219721|4|London
1117296|4|Durham
219739|3|London
668526|2|Oxford
1566102|3|Cambridge
1117318|4|Durham
219751|4|London
668546|3|Oxford
219763|3|London
219770|2|London
668560|4|Oxford
668573|3|Oxford
219801|1|London
219819|4|London
219824|4|London
1566189|1|Cambridge
1566211|3|Cambridge
1566228|3|Cambridge
219872|3|London
219879|3|London
219882|4|London
668705|3|Oxford
1117498|3|Durham
668714|3|Oxford
1117503|2|Durham
219943|3|London
1117516|3|Durham
668773|4|Oxford
219988|2|London
1117576|1|Durham
668804|3|Oxford
220043|3|London
220063|1|London
1117636|3|Durham
220091|3|London
220097|4|London
1117679|3|Durham
1566476|3|Cambridge
220144|3|London
1117722|3|Durham
1117729|2|Durham
1117742|3|Durham
668976|4|Oxford
1117772|2|Durham
668994|3|Oxford
1117795|2|Durham
220229|3|London
1117814|3|Durham
669032|3|Oxford
220291|2|London
220302|2|London
669097|3|Oxford
220316|3|London
1117895|2|Durham
220333|3|London
669130|3|Oxford
220344|2|London
220345|4|London
220348|4|London
1117922|4|Durham
1566736|3|Cambridge
669169|3|Oxford
1566743|4|Cambridge
220398|4|London
1566760|3|Cambridge
220407|2|London
669205|2|Oxford
220431|4|London
1566796|3|Cambridge
669246|1|Oxford
220475|3|London
669320|2|Oxford
1566909|3|Cambridge
1566912|3|Cambridge
1566919|4|Cambridge
1566929|4|Cambridge
1566934|1|Cambridge
220579|1|London
669402|3|Oxford
669404|3|Oxford
1118196|3|Durham
1566989|2|Cambridge
669435|2|Oxford
220658|2|London
1567017|3|Cambridge
1567045|2|Cambridge
669495|3|Oxford
669497|3|Oxford
220726|2|London
1567098|2|Cambridge
220744|4|London
669548|3|Oxford
1118338|3|Durham
220767|3|London
1567133|3|Cambridge
220788|3|London
669588|3|Oxford
1118386|3|Durham
1567173|2|Cambridge
220827|3|London
669641|3|Oxford
1567214|3|Cambridge
1567219|2|Cambridge
220873|3|London
1118478|3|Durham
669695|2|Oxford
220912|4|London
669724|3|Oxford
669731|3|Oxford
220947|2|London
1567312|1|Cambridge
220979|3|London
1118592|4|Durham
221034|3|London
1567397|4|Cambridge
669830|4|Oxford
221045|3|London
221074|3|London
221078|2|London
221081|4|London
669869|2|Oxford
221084|3|London
221140|2|London
1567502|4|Cambridge
221161|1|London
1118740|1|Durham
221177|3|London
1567541|3|Cambridge
1118758|2|Durham
221188|4|London
669976|3|Oxford
1118764|3|Durham
1567564|4|Cambridge
669993|3|Oxford
1567582|3|Cambridge
1118803|3|Durham
221245|3|London
670034|3|Oxford
221274|2|London
1567638|2|Cambridge
1567708|4|Cambridge
670137|3|Oxford
670158|3|Oxford
670159|4|Oxford
1567736|1|Cambridge
1118972|3|Durham
1118981|4|Durham
221421|3|London
221441|3|London
670228|3|Oxford
221448|1|London
221455|2|London
1119035|3|Durham
1119036|3|Durham
1567825|3|Cambridge
670296|4|Oxford
1567881|3|Cambridge
1119099|2|Durham
1119116|4|Durham
1567942|3|Cambridge
670383|2|Oxford
670384|3|Oxford
1567959|3|Cambridge
1119193|1|Durham
221629|3|London
1119201|3|Durham
670431|4|Oxford
1119225|4|Durham
1119226|3|Durham
1119239|3|Durham
1119260|1|Durham
221700|3|London
221722|3|London
1568083|3|Cambridge
1119303|1|Durham
1568097|1|Cambridge
670527|2|Oxford
670542|3|Oxford
670543|3|Oxford
221766|4|London
1119341|3|Durham
1119349|3|Durham
670574|3|Oxford
670582|3|Oxford
670590|4|Oxford
1119377|3|Durham
1568167|3|Cambridge
1119385|3|Durham
221837|3|London
221838|3|London
221847|4|London
670640|3|Oxford
1568216|2|Cambridge
670647|3|Oxford
1568228|3|Cambridge
221896|3|London
1119474|3|Durham
221959|3|London
1119531|2|Durham
221961|3|London
670748|3|Oxford
1568322|2|Cambridge
1119542|1|Durham
221977|3|London
221981|3|London
221982|3|London
1568347|2|Cambridge
1119561|1|Durham
1119603|3|Durham
670823|3|Oxford
1568396|3|Cambridge
222041|3|London
222054|1|London
222058|1|London
670845|4|Oxford
1568421|4|Cambridge
670850|2|Oxford
1119656|3|Durham
222107|4|London
1119683|2|Durham
670897|1|Oxford
222114|4|London
1119742|1|Durham
670970|3|Oxford
1119764|1|Durham
1568554|2|Cambridge
1568562|1|Cambridge
222212|2|London
222259|3|London
1568622|3|Cambridge
1568624|3|Cambridge
222296|2|London
1119884|3|Durham
671101|2|Oxford
222318|3|London
1119897|3|Durham
671123|3|Oxford
222340|1|London
671132|1|Oxford
671135|3|Oxford
222355|3|London
1568719|3|Cambridge
222365|3|London
1568747|4|Cambridge
222443|3|London
1568803|3|Cambridge
222454|4|London
671245|3|Oxford
222462|2|London
222465|4|London
671295|3|Oxford
1120082|3|Durham
671301|4|Oxford
1568877|3|Cambridge
222554|3|London
1120129|3|Durham
222560|3|London
222588|2|London
222598|3|London
1568957|2|Cambridge
1120174|3|Durham
671397|4|Oxford
222621|4|London
671409|4|Oxford
222667|3|London
1569122|2|Cambridge
671553|3|Oxford
1569132|3|Cambridge
1569135|3|Cambridge
1120351|4|Durham
222789|2|London
1120364|1|Durham
1569155|2|Cambridge
1120370|3|Durham
1120393|4|Durham
222822|4|London
1120401|3|Durham
222851|3|London
1569217|1|Cambridge
1120445|3|Durham
1569270|3|Cambridge
1120486|3|Durham
222916|3|London
671705|3|Oxford
1120500|4|Durham
671714|3|Oxford
1569298|3|Cambridge
1120513|3|Durham
1120516|4|Durham
671750|3|Oxford
222964|3|London
1120542|2|Durham
1569330|2|Cambridge
222978|1|London
222992|3|London
1569361|3|Cambridge
671790|4|Oxford
671795|3|Oxford
223024|2|London
671815|3|Oxford
1120601|1|Durham
671831|4|Oxford
671833|3|Oxford
1569406|4|Cambridge
1120633|4|Durham
1569447|3|Cambridge
671884|3|Oxford
223098|4|London
223103|3|London
1569485|3|Cambridge
671940|3|Oxford
1569528|1|Cambridge
1569574|3|Cambridge
1120815|3|Durham
223244|4|London
1120828|3|Durham
223279|2|London
672078|3|Oxford
223328|2|London
672127|3|Oxford
1120957|4|Durham
223390|4|London
1120974|3|Durham
223402|4|London
1120985|3|Durham
1120990|4|Durham
223419|3|London
672233|3|Oxford
1569826|3|Cambridge
1121042|2|Durham
223538|4|London
223543|4|London
223549|4|London
223562|3|London
1121146|4|Durham
1121149|3|Durham
1121156|3|Durham
1569950|3|Cambridge
672378|3|Oxford
672401|3|Oxford
223624|3|London
672428|3|Oxford
672429|3|Oxford
1570007|2|Cambridge
672444|2|Oxford
672445|3|Oxford
223680|2|London
1121253|2|Durham
1570048|3|Cambridge
672484|3|Oxford
672485|2|Oxford
223708|1|London
1121287|3|Durham
1121293|3|Durham
672509|1|Oxford
672520|2|Oxford
672523|3|Oxford
223750|1|London
1570129|4|Cambridge
672572|2|Oxford
1570170|3|Cambridge
1121399|1|Durham
223837|3|London
1121410|1|Durham
1121416|3|Durham
1121423|1|Durham
1570227|3|Cambridge
1570233|2|Cambridge
1570249|4|Cambridge
223896|3|London
1121479|3|Durham
1121511|1|Durham
672726|3|Oxford
1121525|4|Durham
223979|2|London
672767|2|Oxford
1121565|3|Durham
672781|3|Oxford
1121571|2|Durham
1121573|3|Durham
224001|4|London
672791|3|Oxford
1570381|3|Cambridge
224028|1|London
672831|3|Oxford
224061|3|London
1121645|2|Durham
672879|2|Oxford
224094|3|London
224105|3|London
1570482|3|Cambridge
1121701|3|Durham
672937|3|Oxford
224160|3|London
672960|2|Oxford
1570534|3|Cambridge
1570537|1|Cambridge
1121754|3|Durham
672990|4|Oxford
1570568|3|Cambridge
1121790|3|Durham
224253|1|London
673045|1|Oxford
1121832|2|Durham
1570630|2|Cambridge
224272|4|London
1121847|2|Durham
1570635|3|Cambridge
673066|2|Oxford
1570652|3|Cambridge
1570655|4|Cambridge
224299|1|London
1121934|3|Durham
673162|1|Oxford
1570752|3|Cambridge
1121973|2|Durham
1121982|3|Durham
1121984|3|Durham
673201|2|Oxford
1570782|3|Cambridge
673216|3|Oxford
224438|4|London
224455|2|London
1122034|2|Durham
224463|4|London
673260|4|Oxford
1122061|4|Durham
673282|3|Oxford
1122069|3|Durham
1122082|3|Durham
673316|3|Oxford
673319|4|Oxford
1570916|3|Cambridge
1570923|3|Cambridge
1122138|3|Durham
673356|3|Oxford
1122146|3|Durham
1122161|3|Durham
1570962|4|Cambridge
1122207|1|Durham
673429|3|Oxford
1122288|3|Durham
1571078|3|Cambridge
1122293|2|Durham
1122314|3|Durham
1122336|1|Durham
1571141|4|Cambridge
673577|3|Oxford
224799|3|London
1571160|3|Cambridge
1571162|4|Cambridge
224821|4|London
1122393|3|Durham
1122416|4|Durham
224876|1|London
673664|1|Oxford
1122457|3|Durham
1122458|3|Durham
1122463|3|Durham
1571280|2|Cambridge
1122499|3|Durham
224928|4|London
1571287|3|Cambridge
673720|3|Oxford
224994|3|London
1122567|3|Durham
1122568|3|Durham
673783|4|Oxford
1122587|3|Durham
1571398|2|Cambridge
225045|2|London
1122629|1|Durham
1571431|4|Cambridge
1571450|3|Cambridge
225094|3|London
1571473|2|Cambridge
1571474|4|Cambridge
225123|3|London
225131|1|London
673921|2|Oxford
225143|3|London
673938|4|Oxford
225152|2|London
673941|2|Oxford
1122728|4|Durham
225157|4|London
1122734|3|Durham
673949|4|Oxford
673962|3|Oxford
1571536|2|Cambridge
1122755|4|Durham
673972|1|Oxford
1571549|3|Cambridge
1122770|3|Durham
225214|4|London
1122797|3|Durham
1122827|3|Durham
1571631|3|Cambridge
1122867|2|Durham
1571654|2|Cambridge
1571665|3|Cambridge
225311|2|London
674099|2|Oxford
225325|3|London
225333|2|London
225363|3|London
674168|3|Oxford
1571741|3|Cambridge
1122960|4|Durham
1122970|4|Durham
1571779|3|Cambridge
674210|4|Oxford
674217|2|Oxford
1123011|2|Durham
225449|4|London
225468|2|London
674266|3|Oxford
674276|3|Oxford
674278|4|Oxford
225497|2|London
674287|2|Oxford
674298|3|Oxford
1571879|2|Cambridge
674310|2|Oxford
225528|3|London
225538|4|London
225553|4|London
1123134|3|Durham
225569|3|London
674365|3|Oxford
1571938|4|Cambridge
225590|4|London
674393|3|Oxford
674407|2|Oxford
674411|4|Oxford
225630|3|London
1123208|2|Durham
674445|3|Oxford
1123231|3|Durham
1572046|1|Cambridge
225700|2|London
674488|3|Oxford
1572100|1|Cambridge
674535|3|Oxford
1123327|3|Durham
1572134|3|Cambridge
1572136|1|Cambridge
674567|4|Oxford
1123370|1|Durham
1123385|2|Durham
225824|3|London
1572182|4|Cambridge
1123409|3|Durham
1123419|2|Durham
674637|1|Oxford
1123424|3|Durham
674639|1|Oxford
1123427|4|Durham
674644|1|Oxford
1572220|1|Cambridge
1123450|3|Durham
674671|3|Oxford
674681|4|Oxford
674690|3|Oxford
674697|3|Oxford
1572294|4|Cambridge
674722|4|Oxford
225938|3|London
674729|4|Oxford
1123521|4|Durham
1572312|3|Cambridge
1123529|1|Durham
674750|3|Oxford
225986|3|London
674775|3|Oxford
1572353|4|Cambridge
1572371|3|Cambridge
674802|4|Oxford
1572375|3|Cambridge
1123611|3|Durham
674835|3|Oxford
674848|1|Oxford
1572424|3|Cambridge
226079|3|London
674874|4|Oxford
1572485|3|Cambridge
1123709|3|Durham
1572496|3|Cambridge
1123720|3|Durham
226177|3|London
226184|4|London
226196|1|London
226205|3|London
675005|3|Oxford
1572583|1|Cambridge
226227|4|London
1123806|2|Durham
675022|4|Oxford
226240|2|London
1123816|3|Durham
226247|4|London
1572622|4|Cambridge
1572624|4|Cambridge
226268|3|London
1123856|3|Durham
675084|4|Oxford
1572679|4|Cambridge
226329|1|London
226341|2|London
226346|3|London
226349|3|London
1123922|3|Durham
1572712|4|Cambridge
675156|3|Oxford
226403|3|London
675206|4|Oxford
675223|2|Oxford
675226|2|Oxford
1124020|3|Durham
1124030|1|Durham
226458|3|London
226499|4|London
226507|2|London
1572872|2|Cambridge
1572874|4|Cambridge
675321|2|Oxford
1572906|2|Cambridge
1124127|4|Durham
675356|3|Oxford
1124157|4|Durham
675380|2|Oxford
1572953|3|Cambridge
675390|3|Oxford
1572981|3|Cambridge
226636|3|London
1573007|3|Cambridge
226649|4|London
226659|3|London
1124259|2|Durham
675474|3|Oxford
1573055|1|Cambridge
1124307|3|Durham
1573124|3|Cambridge
1124384|3|Durham
1124424|1|Durham
1573213|2|Cambridge
226874|4|London
1124456|2|Durham
1124460|3|Durham
675677|2|Oxford
1124465|4|Durham
1573253|3|Cambridge
226904|4|London
675694|2|Oxford
1124496|4|Durham
675710|3|Oxford
226933|3|London
226935|3|London
675727|4|Oxford
226963|3|London
226971|3|London
1124544|2|Durham
675758|3|Oxford
226986|1|London
675781|3|Oxford
1124571|2|Durham
675791|3|Oxford
1124585|2|Durham
227029|3|London
227040|1|London
227071|4|London
1124645|2|Durham
1124646|1|Durham
675861|1|Oxford
1573434|2|Cambridge
1573441|2|Cambridge
1573453|4|Cambridge
1573459|3|Cambridge
1124675|3|Durham
227120|3|London
675917|3|Oxford
1573493|3|Cambridge
675993|3|Oxford
1124787|4|Durham
227232|3|London
227244|1|London
227247|3|London
1124819|3|Durham
227264|3|London
1573627|1|Cambridge
676067|3|Oxford
1124865|3|Durham
227303|4|London
1124883|3|Durham
1124884|2|Durham
1124891|4|Durham
676126|3|Oxford
227364|1|London
227369|3|London
1124963|3|Durham
227393|3|London
227410|3|London
1573776|3|Cambridge
1573796|3|Cambridge
227439|3|London
1125019|2|Durham
227465|4|London
676252|4|Oxford
227475|3|London
1125060|4|Durham
227491|3|London
227522|3|London
227535|4|London
676326|3|Oxford
1573898|3|Cambridge
676333|3|Oxford
227558|3|London
1573933|4|Cambridge
1573942|3|Cambridge
227593|4|London
676380|3|Oxford
676384|2|Oxford
1125181|1|Durham
227609|2|London
676405|3|Oxford
227619|2|London
676409|4|Oxford
1125225|4|Durham
676446|1|Oxford
1125240|3|Durham
676464|3|Oxford
1574048|3|Cambridge
1574049|3|Cambridge
676482|4|Oxford
